glycan,binding,rfu
GlcNAcb1-3Galb1-4Glcb-Sp0,0,7.618349999999998
GlcNAcb1-4-MDPLys,0,6.41475
GlcNAcb1-6(GlcNAcb1-4)GalNAca-Sp8,0,4.148074999999999
GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-4GlcNAcb1-Sp8,0,8.638175
GlcNAcb1-4GlcNAcb1-4GlcNAcb-Sp8,0,8.265500000000001
GlcNAcb1-6GalNAca-Sp14,0,7.654400000000001
GlcNAcb1-6Galb1-4GlcNAcb-Sp8,0,7.109125000000002
Glca1-4Glcb-Sp8,0,15.997125
Glca1-4Glca-Sp8,0,7.33375
Glca1-6Glca1-6Glcb-Sp8,0,14.118275
Glcb1-4Glcb-Sp8,0,11.729824999999995
G-ol-Sp8,0,2.4437750000000005
GlcAa-Sp8,0,7.828699999999999
GlcAb1-3Galb-Sp8,0,2.2488499999999974
GlcAb1-6Galb-Sp8,0,10.106274999999998
KDNa2-3Galb1-3GlcNAcb-Sp0,0,5.248849999999999
KDNa2-3Galb1-4GlcNAcb-Sp0,0,8.732575
Mana1-2Mana1-2Mana1-3Mana-Sp9,0,1.544975
Mana1-2Mana1-6(Mana1-2Mana1-3)Mana-Sp9,0,10.294375
Mana1-2Mana1-3Mana-Sp9,0,19.148775
Mana1-6(Mana1-2Mana1-3)Mana1-6(Mana1-2Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,0,16.129125000000002
Mana1-6(Mana1-3)Mana-Sp9,0,14.453600000000002
Mana1-2Mana1-2Mana1-6(Mana1-3)Mana-Sp9,0,7.91535
Mana1-6(Mana1-3)Mana1-6(Mana1-3)Manb1-4GlcNAcb1-4GlcNAcb-Sp12,0,13.1489
Manb1-4GlcNAcb-Sp0,0,4.315974999999998
(3S)Galb1-4(Fuca1-3)(6S)GlcNAcb-Sp8,0,8.360050000000003
Fuca1-2(6S)Galb1-4GlcNAcb-Sp0,0,3.878225000000002
Fuca1-2(6S)Galb1-4(6S)Glcb-Sp0,0,9.368175
Neu5Aca2-3Galb1-3GalNAca-Sp8,0,3.114725
Neu5Aca2-3Galb1-3GalNAca-Sp14,0,1.056474999999999
GalNAcb1-4(Neu5Aca2-8Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-Sp0,0,8.484675000000005
GalNAcb1-4(Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-Sp0,0,19.832825
Neu5Aca2-8Neu5Aca2-8Neu5Aca2-3Galb1-4Glcb-Sp0,0,10.16955
GalNAcb1-4(Neu5Aca2-8Neu5Aca2-3)Galb1-4Glcb-Sp0,0,12.60045
Neu5Aca2-8Neu5Aca2-8Neu5Aca-Sp8,0,17.603550000000006
Neu5Aca2-3(6S)Galb1-4(Fuca1-3)GlcNAcb-Sp8,0,12.667775
GalNAcb1-4(Neu5Aca2-3)Galb1-4GlcNAcb-Sp0,0,5.801974999999998
GalNAcb1-4(Neu5Aca2-3)Galb1-4GlcNAcb-Sp8,0,0.3507749999999996
GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0,0,7.681200000000002
Neu5Aca2-3Galb1-3GalNAcb1-4(Neu5Aca2-3)Galb1-4Glcb-Sp0,0,4.655625
Neu5Aca2-6(Neu5Aca2-3)GalNAca-Sp8,0,4.959000000000001
Neu5Aca2-3GalNAca-Sp8,0,4.860824999999998
Neu5Aca2-3GalNAcb1-4GlcNAcb-Sp0,0,3.1282499999999995
Neu5Aca2-3Galb1-4(Neu5Aca2-3Galb1-3)GlcNAcb-Sp8,0,-5.572275
Neu5Aca2-6(Neu5Aca2-3Galb1-3)GalNAca-Sp8,0,5.6963500000000025
Neu5Aca2-6(Neu5Aca2-3Galb1-3)GalNAca-Sp14,0,22.97215
Neu5Aca2-3Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp0,0,16.636750000000006
Neu5Aca2-3Galb1-3GlcNAcb1-3Galb1-4GlcNAcb-Sp0,0,18.072624999999995
Fuca1-2(6S)Galb1-4Glcb-Sp0,0,22.24930000000001
Neu5Aca2-3Galb1-3GlcNAcb-Sp0,0,5.219299999999997
Neu5Aca2-3Galb1-3GlcNAcb-Sp8,0,11.21895
Neu5Aca2-3Galb1-4(6S)GlcNAcb-Sp8,0,3.943349999999999
Neu5Aca2-3Galb1-4(Fuca1-3)(6S)GlcNAcb-Sp8,0,14.334300000000002
