247,Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
248,Neu5Aca2-6Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0
249,Neu5Aca2-6Galb1-4Glcb-Sp0
250,Neu5Aca2-6Galb1-4Glcb-Sp8
251,Neu5Aca2-6Galb-Sp8
252,Neu5Aca2-8Neu5Aca-Sp8
253,Neu5Aca2-8Neu5Aca2-3Galb1-4Glcb-Sp0
254,Neu5Acb2-6GalNAca-Sp8
255,Neu5Acb2-6Galb1-4GlcNAcb-Sp8
256,Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp21
257,Neu5Gca2-3Galb1-3(Fuca1-4)GlcNAcb-Sp0
258,Neu5Gca2-3Galb1-3GlcNAcb-Sp0
259,Neu5Gca2-3Galb1-4(Fuca1-3)GlcNAcb-Sp0
260,Neu5Gca2-3Galb1-4GlcNAcb-Sp0
261,Neu5Gca2-3Galb1-4Glcb-Sp0
262,Neu5Gca2-6GalNAca-Sp0
263,Neu5Gca2-6Galb1-4GlcNAcb-Sp0
264,Neu5Gca-Sp8
265,(3OSO3)Galb1-4(Fuca1-3)(6OSO3)Glc-Sp0
266,(3OSO3)Galb1-4(Fuca1-3)Glc-Sp0
267,(3OSO3)Galb1-4[Fuca1-3](6OSO3)GlcNAc-Sp8
268,(3OSO3)Galb1-4[Fuca1-3]GlcNAc-Sp0
269,Fuca1-2(6OSO3)Galb1-4GlcNAc-Sp0
270,Fuca1-2Galb1-4(6OSO3)GlcNAc-Sp8
271,Fuca1-2(6OSO3)Galb1-4(6OSO3)Glc-Sp0
272,Fuca1-2-(6OSO3)-Galb1-4Glc-Sp0
273,Fuca1-2-Galb1-4(6OSO3)Glc-Sp0
274,Galb1-3(Fuca1-4)GlcNAcb1-3Galb1-3(Fuca1-4)GlcNAcb-Sp0
275,Galb1-3-(Galb1-4GlcNacb1-6)GalNAc-Sp14
276,Galb1-3(GlcNacb1-6)GalNAc-Sp14
277,Galb1-3-(Neu5Aa2-3Galb1-4GlcNacb1-6)GalNAc-Sp14
278,Galb1-3GalNAc-Sp14
279,Galb1-3GlcNAcb1-3Galb1-3GlcNAcb-Sp0
280,Galb1-4[Fuca1-3](6OSO3)GlcNAc-Sp0
281,Galb1-4[Fuca1-3](6OSO3)Glc-Sp0
282,Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-3(Fuca1-4)GlcNAcb-Sp0
283,Galb1-4GlcNAcb1-3Galb1-3GlcNAcb-Sp0
284,Neu5Aca2-3Galb1-3GlcNAcb1-3Galb1-3GlcNAcb-Sp0
285,Neu5Aca2-3Galb1-4GlcNAcb1-3Galb1-3GlcNAcb-Sp0
286,(3OSO3)Galb1-4(6OSO3)GlcNAcb-Sp0
287,(3OSO3)(4OSO3)Galb1-4GlcNacb-SpSp0
288,(6OSO3)Galb1-4(6OSO3)GlcNacb-Sp0
289,6-H2PO3Glcb-Sp10
290,Gala1-3(Fuca1-2)Galb-Sp18
291,Gala1-3GalNAca-Sp16
292,Galb1-3GalNAca-Sp16
293,Galb1-3(Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-6)GalNAc-Sp14
294,Galb1-3Galb1-4GlcNAcb-Sp8
295,Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
296,Galb1-4GlcNAcb1-3(Galb1-4GlcNAcb1-6)Galb1-4GlcNAc-Sp0
297,Galb1-4GlcNAcb1-3(GlcNAcb1-6)Galb1-4GlcNAc-Sp0
298,Galb1-4GlcNAca1-6Galb1-4GlcNAcb-Sp0
299,Galb1-4GlcNAcb1-6Galb1-4GlcNAcb-Sp0
300,GalNAca-Sp15
301,GalNAca1-3(Fuca1-2)Galb-Sp18
302,GalNAcb1-3Galb-Sp8
303,GlcAb1-3GlcNAcb-Sp8
304,GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
305,GlcNAcb1-2Mana1-3(GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
306,GlcNAcb1-3Man-Sp10
307,GlcNAcb1-4GlcNAcb-Sp10
308,GlcNAcb1-4GlcNAcb-Sp12
309,HOOC(CH3)CH-3-O-GlcNAcb1-4GlcNAcb-Sp10
310,Mana1-3(Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
311,Mana1-6Manb-Sp10
312,Mana1-6(Mana1-3)Mana1-6(Mana1-3)Manb-Sp10
313,Mana1-2Mana1-2Mana1-3(Mana1-2Mana1-6(Mana1-3)Mana1-6)Mana-Sp9
314,Mana1-2Mana1-2Mana1-3(Mana1-2Mana1-6(Mana1-2Mana1-3)Mana1-6)Mana-Sp9
315,Neu5Aca2-3Galb1-3(Neu5Aca2-3Galb1-4GlcNAcb1-6)GalNAc-Sp14
316,Neu5Aca2-3Galb1-3(Neu5Aca2-6)GalNAc-Sp14
317,Neu5Aca2-3Galb1-3GalNAc-Sp14
318,Neu5Aca2-3Galb1-4GlcNAcb1-2Mana1-3(Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
319,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(Galb1-4GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
320,Neu5Aca2-6Galb1-4GlcNAcb1-2Mana1-3(GlcNAcb1-2Mana1-6)Manb1-4GlcNAcb1-4GlcNAcb-Sp12
